EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-08-2026
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : minimum temperature in 0.1 &#176;C
30-34 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 111449) of GERMANY, BERLIN-TEMPELHOF (STAID: 2759)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TN, Q_TN
  2759,111449,20220418,   24,    0
  2759,111449,20220419,   31,    0
  2759,111449,20220420,   56,    0
  2759,111449,20220421,   69,    0
  2759,111449,20220422,   47,    0
  2759,111449,20220423,   44,    0
  2759,111449,20220424,   48,    0
  2759,111449,20220425,   51,    0
  2759,111449,20220426,   37,    0
  2759,111449,20220427,   62,    0
  2759,111449,20220428,   49,    0
  2759,111449,20220429,   53,    0
  2759,111449,20220430,   72,    0
  2759,111449,20220501,   62,    0
  2759,111449,20220502,   66,    0
  2759,111449,20220503,   77,    0
  2759,111449,20220504,   65,    0
  2759,111449,20220505,   94,    0
  2759,111449,20220506,   65,    0
  2759,111449,20220507,  102,    0
  2759,111449,20220508,   85,    0
  2759,111449,20220509,   64,    0
  2759,111449,20220510,  100,    0
  2759,111449,20220511,  157,    0
  2759,111449,20220512,  132,    0
  2759,111449,20220513,   96,    0
  2759,111449,20220514,  109,    0
  2759,111449,20220515,   79,    0
  2759,111449,20220516,   99,    0
  2759,111449,20220517,  129,    0
  2759,111449,20220518,  111,    0
  2759,111449,20220519,  145,    0
  2759,111449,20220520,  167,    0
  2759,111449,20220521,  119,    0
  2759,111449,20220522,  102,    0
  2759,111449,20220523,   99,    0
  2759,111449,20220524,  118,    0
  2759,111449,20220525,   96,    0
  2759,111449,20220526,  139,    0
  2759,111449,20220527,   85,    0
  2759,111449,20220528,   86,    0
  2759,111449,20220529,   96,    0
  2759,111449,20220530,   79,    0
  2759,111449,20220531,   79,    0
  2759,111449,20220601,  119,    0
  2759,111449,20220602,  100,    0
  2759,111449,20220603,   79,    0
  2759,111449,20220604,  122,    0
  2759,111449,20220605,  101,    0
  2759,111449,20220606,  147,    0
  2759,111449,20220607,  131,    0
  2759,111449,20220608,  142,    0
  2759,111449,20220609,  157,    0
  2759,111449,20220610,  128,    0
  2759,111449,20220611,  165,    0
  2759,111449,20220612,  153,    0
  2759,111449,20220613,  122,    0
  2759,111449,20220614,  105,    0
  2759,111449,20220615,   87,    0
  2759,111449,20220616,  130,    0
  2759,111449,20220617,  132,    0
  2759,111449,20220618,  177,    0
  2759,111449,20220619,  147,    0
  2759,111449,20220620,  115,    0
  2759,111449,20220621,  107,    0
  2759,111449,20220622,  117,    0
  2759,111449,20220623,  140,    0
  2759,111449,20220624,  185,    0
  2759,111449,20220625,  190,    0
  2759,111449,20220626,  185,    0
  2759,111449,20220627,  204,    0
  2759,111449,20220628,  170,    0
  2759,111449,20220629,  164,    0
  2759,111449,20220630,  189,    0
  2759,111449,20220701,  151,    0
  2759,111449,20220702,  130,    0
  2759,111449,20220703,  158,    0
  2759,111449,20220704,  156,    0
  2759,111449,20220705,  144,    0
  2759,111449,20220706,  147,    0
  2759,111449,20220707,  127,    0
  2759,111449,20220708,  144,    0
  2759,111449,20220709,  125,    0
  2759,111449,20220710,  130,    0
  2759,111449,20220711,  117,    0
  2759,111449,20220712,  122,    0
  2759,111449,20220713,  168,    0
  2759,111449,20220714,  147,    0
  2759,111449,20220715,  122,    0
  2759,111449,20220716,  138,    0
  2759,111449,20220717,  111,    0
  2759,111449,20220718,  140,    0
  2759,111449,20220719,  154,    0
  2759,111449,20220720,  193,    0
  2759,111449,20220721,  200,    0
  2759,111449,20220722,  174,    0
  2759,111449,20220723,  146,    0
  2759,111449,20220724,  128,    0
  2759,111449,20220725,  180,    0
  2759,111449,20220726,  163,    0
  2759,111449,20220727,  126,    0
  2759,111449,20220728,  105,    0
  2759,111449,20220729,  147,    0
  2759,111449,20220730,  166,    0
  2759,111449,20220731,  138,    0
  2759,111449,20220801,  175,    0
  2759,111449,20220802,  165,    0
  2759,111449,20220803,  191,    0
  2759,111449,20220804,  189,    0
  2759,111449,20220805,  160,    0
  2759,111449,20220806,  132,    0
  2759,111449,20220807,  115,    0
  2759,111449,20220808,  131,    0
  2759,111449,20220809,  166,    0
  2759,111449,20220810,  143,    0
  2759,111449,20220811,  149,    0
  2759,111449,20220812,  155,    0
  2759,111449,20220813,  186,    0
  2759,111449,20220814,  202,    0
  2759,111449,20220815,  193,    0
  2759,111449,20220816,  181,    0
  2759,111449,20220817,  181,    0
  2759,111449,20220818,  201,    0
  2759,111449,20220819,  199,    0
  2759,111449,20220820,  193,    0
  2759,111449,20220821,  153,    0
  2759,111449,20220822,  137,    0
  2759,111449,20220823,  175,    0
  2759,111449,20220824,  163,    0
  2759,111449,20220825,  173,    0
  2759,111449,20220826,  191,    0
  2759,111449,20220827,  182,    0
  2759,111449,20220828,  148,    0
  2759,111449,20220829,  129,    0
  2759,111449,20220830,  132,    0
  2759,111449,20220831,  135,    0
  2759,111449,20220901,  130,    0
  2759,111449,20220902,  115,    0
  2759,111449,20220903,  107,    0
  2759,111449,20220904,  128,    0
  2759,111449,20220905,  132,    0
  2759,111449,20220906,  132,    0
  2759,111449,20220907,  136,    0
  2759,111449,20220908,  148,    0
  2759,111449,20220909,  134,    0
  2759,111449,20220910,  125,    0
  2759,111449,20220911,  129,    0
  2759,111449,20220912,  110,    0
  2759,111449,20220913,  138,    0
  2759,111449,20220914,  120,    0
  2759,111449,20220915,  119,    0
  2759,111449,20220916,  105,    0
  2759,111449,20220917,  100,    0
  2759,111449,20220918,   88,    0
  2759,111449,20220919,   85,    0
  2759,111449,20220920,   70,    0
  2759,111449,20220921,   62,    0
  2759,111449,20220922,   54,    0
  2759,111449,20220923,   39,    0
  2759,111449,20220924,   91,    0
  2759,111449,20220925,  109,    0
  2759,111449,20220926,  108,    0
  2759,111449,20220927,   79,    0
  2759,111449,20220928,   71,    0
  2759,111449,20220929,   52,    0
  2759,111449,20220930,   32,    0
  2759,111449,20221001,   70,    0
  2759,111449,20221002,  100,    0
  2759,111449,20221003,  109,    0
  2759,111449,20221004,  107,    0
  2759,111449,20221005,   99,    0
  2759,111449,20221006,   67,    0
  2759,111449,20221007,   50,    0
  2759,111449,20221008,   87,    0
  2759,111449,20221009,   52,    0
  2759,111449,20221010,   58,    0
  2759,111449,20221011,   42,    0
  2759,111449,20221012,   23,    0
  2759,111449,20221013,   49,    0
  2759,111449,20221014,   45,    0
  2759,111449,20221015,  123,    0
  2759,111449,20221016,   98,    0
  2759,111449,20221017,  118,    0
  2759,111449,20221018,  102,    0
  2759,111449,20221019,   51,    0
  2759,111449,20221020,   28,    0
  2759,111449,20221021,   81,    0
  2759,111449,20221022,  126,    0
  2759,111449,20221023,   90,    0
  2759,111449,20221024,  120,    0
  2759,111449,20221025,   86,    0
  2759,111449,20221026,   66,    0
  2759,111449,20221027,   97,    0
  2759,111449,20221028,  108,    0
  2759,111449,20221029,  137,    0
  2759,111449,20221030,   92,    0
  2759,111449,20221031,   87,    0
  2759,111449,20221101,   85,    0
  2759,111449,20221102,   61,    0
  2759,111449,20221103,   43,    0
  2759,111449,20221104,   75,    0
  2759,111449,20221105,   52,    0
  2759,111449,20221106,   44,    0
  2759,111449,20221107,   64,    0
  2759,111449,20221108,   87,    0
  2759,111449,20221109,  105,    0
  2759,111449,20221110,   95,    0
  2759,111449,20221111,   56,    0
  2759,111449,20221112,   18,    0
  2759,111449,20221113,   59,    0
  2759,111449,20221114,   44,    0
  2759,111449,20221115,   22,    0
  2759,111449,20221116,   41,    0
  2759,111449,20221117,   16,    0
  2759,111449,20221118,  -50,    0
  2759,111449,20221119,  -64,    0
  2759,111449,20221120,  -28,    0
  2759,111449,20221121,  -30,    0
  2759,111449,20221122,  -27,    0
  2759,111449,20221123,    2,    0
  2759,111449,20221124,    1,    0
  2759,111449,20221125,   27,    0
  2759,111449,20221126,   72,    0
  2759,111449,20221127,   28,    0
  2759,111449,20221128,   28,    0
  2759,111449,20221129,   28,    0
  2759,111449,20221130,    5,    0
  2759,111449,20221201,   -2,    0
  2759,111449,20221202,  -13,    0
  2759,111449,20221203,  -20,    0
  2759,111449,20221204,   -4,    0
  2759,111449,20221205,   26,    0
  2759,111449,20221206,   18,    0
  2759,111449,20221207,    4,    0
  2759,111449,20221208,  -20,    0
  2759,111449,20221209,  -44,    0
  2759,111449,20221210,  -38,    0
  2759,111449,20221211,  -27,    0
  2759,111449,20221212,  -19,    0
  2759,111449,20221213,  -61,    0
  2759,111449,20221214,  -99,    0
  2759,111449,20221215, -102,    0
  2759,111449,20221216,  -92,    0
  2759,111449,20221217,  -63,    0
  2759,111449,20221218,  -75,    0
  2759,111449,20221219,  -48,    0
  2759,111449,20221220,   41,    0
  2759,111449,20221221,   47,    0
  2759,111449,20221222,   54,    0
  2759,111449,20221223,   52,    0
  2759,111449,20221224,   50,    0
  2759,111449,20221225,    7,    0
  2759,111449,20221226,   55,    0
  2759,111449,20221227,   23,    0
  2759,111449,20221228,   34,    0
  2759,111449,20221229,   80,    0
  2759,111449,20221230,   50,    0
  2759,111449,20221231,   92,    0
  2759,111449,20230101,  105,    0
  2759,111449,20230102,   91,    0
  2759,111449,20230103,   17,    0
  2759,111449,20230104,   28,    0
  2759,111449,20230105,   23,    0
  2759,111449,20230106,   11,    0
  2759,111449,20230107,   58,    0
  2759,111449,20230108,   48,    0
  2759,111449,20230109,   38,    0
  2759,111449,20230110,   38,    0
  2759,111449,20230111,   42,    0
  2759,111449,20230112,   58,    0
  2759,111449,20230113,   69,    0
  2759,111449,20230114,   65,    0
  2759,111449,20230115,   50,    0
  2759,111449,20230116,   29,    0
  2759,111449,20230117,  -45,    0
  2759,111449,20230118,  -49,    0
  2759,111449,20230119,  -46,    0
  2759,111449,20230120,  -11,    0
  2759,111449,20230121,  -12,    0
  2759,111449,20230122,   11,    0
  2759,111449,20230123,    8,    0
  2759,111449,20230124,   -3,    0
  2759,111449,20230125,   -4,    0
  2759,111449,20230126,  -12,    0
  2759,111449,20230127,  -16,    0
  2759,111449,20230128,  -33,    0
  2759,111449,20230129,   -8,    0
  2759,111449,20230130,   10,    0
  2759,111449,20230131,   24,    0
  2759,111449,20230201,   18,    0
  2759,111449,20230202,    4,    0
  2759,111449,20230203,   17,    0
  2759,111449,20230204,  -33,    0
  2759,111449,20230205,  -58,    0
  2759,111449,20230206,  -76,    0
  2759,111449,20230207,  -86,    0
  2759,111449,20230208,  -57,    0
  2759,111449,20230209,  -52,    0
  2759,111449,20230210,    3,    0
  2759,111449,20230211,   25,    0
  2759,111449,20230212,   57,    0
  2759,111449,20230213,   52,    0
  2759,111449,20230214,   31,    0
  2759,111449,20230215,  -14,    0
  2759,111449,20230216,    2,    0
  2759,111449,20230217,   68,    0
  2759,111449,20230218,   53,    0
  2759,111449,20230219,   20,    0
  2759,111449,20230220,   15,    0
  2759,111449,20230221,   74,    0
  2759,111449,20230222,   45,    0
  2759,111449,20230223,   21,    0
  2759,111449,20230224,   19,    0
  2759,111449,20230225,   -7,    0
  2759,111449,20230226,  -25,    0
  2759,111449,20230227,  -42,    0
  2759,111449,20230228,  -38,    0
  2759,111449,20230301,  -58,    0
  2759,111449,20230302,  -27,    0
  2759,111449,20230303,  -17,    0
  2759,111449,20230304,   21,    0
  2759,111449,20230305,    5,    0
  2759,111449,20230306,  -19,    0
  2759,111449,20230307,  -16,    0
  2759,111449,20230308,  -10,    0
  2759,111449,20230309,   -1,    0
  2759,111449,20230310,    7,    0
  2759,111449,20230311,    3,    0
  2759,111449,20230312,   -6,    0
  2759,111449,20230313,   62,    0
  2759,111449,20230314,   10,    0
  2759,111449,20230315,   -1,    0
  2759,111449,20230316,  -11,    0
  2759,111449,20230317,   35,    0
  2759,111449,20230318,   69,    0
  2759,111449,20230319,   64,    0
  2759,111449,20230320,   85,    0
  2759,111449,20230321,   73,    0
  2759,111449,20230322,   85,    0
  2759,111449,20230323,  100,    0
  2759,111449,20230324,   87,    0
  2759,111449,20230325,   75,    0
  2759,111449,20230326,   40,    0
  2759,111449,20230327,    7,    0
  2759,111449,20230328,   -2,    0
  2759,111449,20230329,    9,    0
  2759,111449,20230330,   84,    0
  2759,111449,20230331,   89,    0
  2759,111449,20230401,   31,    0
  2759,111449,20230402,    6,    0
  2759,111449,20230403,  -17,    0
  2759,111449,20230404,  -35,    0
  2759,111449,20230405,  -18,    0
  2759,111449,20230406,   -6,    0
  2759,111449,20230407,   11,    0
  2759,111449,20230408,   28,    0
  2759,111449,20230409,    0,    0
  2759,111449,20230410,    6,    0
  2759,111449,20230411,   35,    0
  2759,111449,20230412,    6,    0
  2759,111449,20230413,   57,    0
  2759,111449,20230414,   67,    0
  2759,111449,20230415,   80,    0
  2759,111449,20230416,   72,    0
  2759,111449,20230417,   53,    0
  2759,111449,20230418,   42,    0
  2759,111449,20230419,   26,    0
  2759,111449,20230420,   50,    0
  2759,111449,20230421,   86,    0
  2759,111449,20230422,   73,    0
  2759,111449,20230423,  102,    0
  2759,111449,20230424,   83,    0
  2759,111449,20230425,   44,    0
  2759,111449,20230426,   28,    0
  2759,111449,20230427,   33,    0
  2759,111449,20230428,   20,    0
  2759,111449,20230429,   73,    0
  2759,111449,20230430,   44,    0
  2759,111449,20230501,   30,    0
  2759,111449,20230502,   80,    0
  2759,111449,20230503,   41,    0
  2759,111449,20230504,   42,    0
  2759,111449,20230505,   82,    0
  2759,111449,20230506,   73,    0
  2759,111449,20230507,   72,    0
  2759,111449,20230508,   43,    0
  2759,111449,20230509,   80,    0
  2759,111449,20230510,   89,    0
  2759,111449,20230511,   98,    0
  2759,111449,20230512,   98,    0
  2759,111449,20230513,  104,    0
  2759,111449,20230514,   97,    0
  2759,111449,20230515,   63,    0
  2759,111449,20230516,   72,    0
  2759,111449,20230517,   67,    0
  2759,111449,20230518,   55,    0
  2759,111449,20230519,   61,    0
  2759,111449,20230520,   90,    0
  2759,111449,20230521,  129,    0
  2759,111449,20230522,  154,    0
  2759,111449,20230523,   93,    0
  2759,111449,20230524,   86,    0
  2759,111449,20230525,   83,    0
  2759,111449,20230526,   80,    0
  2759,111449,20230527,   80,    0
  2759,111449,20230528,   71,    0
  2759,111449,20230529,   94,    0
  2759,111449,20230530,   78,    0
  2759,111449,20230531,   79,    0
  2759,111449,20230601,  111,    0
  2759,111449,20230602,   85,    0
  2759,111449,20230603,   72,    0
  2759,111449,20230604,   73,    0
  2759,111449,20230605,  101,    0
  2759,111449,20230606,  135,    0
  2759,111449,20230607,  171,    0
  2759,111449,20230608,  152,    0
  2759,111449,20230609,  148,    0
  2759,111449,20230610,  132,    0
  2759,111449,20230611,  144,    0
  2759,111449,20230612,  128,    0
  2759,111449,20230613,  124,    0
  2759,111449,20230614,  111,    0
  2759,111449,20230615,  130,    0
  2759,111449,20230616,  132,    0
  2759,111449,20230617,  131,    0
  2759,111449,20230618,  115,    0
  2759,111449,20230619,  169,    0
  2759,111449,20230620,  174,    0
  2759,111449,20230621,  187,    0
  2759,111449,20230622,  174,    0
  2759,111449,20230623,  154,    0
  2759,111449,20230624,  147,    0
  2759,111449,20230625,  162,    0
  2759,111449,20230626,  164,    0
  2759,111449,20230627,  115,    0
  2759,111449,20230628,  135,    0
  2759,111449,20230629,  129,    0
  2759,111449,20230630,  168,    0
  2759,111449,20230701,  161,    0
  2759,111449,20230702,  149,    0
  2759,111449,20230703,  139,    0
  2759,111449,20230704,  132,    0
  2759,111449,20230705,  138,    0
  2759,111449,20230706,  126,    0
  2759,111449,20230707,  100,    0
  2759,111449,20230708,  146,    0
  2759,111449,20230709,  155,    0
  2759,111449,20230710,  179,    0
  2759,111449,20230711,  159,    0
  2759,111449,20230712,  172,    0
  2759,111449,20230713,  133,    0
  2759,111449,20230714,  145,    0
  2759,111449,20230715,  176,    0
  2759,111449,20230716,  180,    0
  2759,111449,20230717,  141,    0
  2759,111449,20230718,  136,    0
  2759,111449,20230719,  129,    0
  2759,111449,20230720,  130,    0
  2759,111449,20230721,  103,    0
  2759,111449,20230722,  132,    0
  2759,111449,20230723,  149,    0
  2759,111449,20230724,  155,    0
  2759,111449,20230725,  146,    0
  2759,111449,20230726,  123,    0
  2759,111449,20230727,  116,    0
  2759,111449,20230728,  164,    0
  2759,111449,20230729,  147,    0
  2759,111449,20230730,  136,    0
  2759,111449,20230731,  147,    0
  2759,111449,20230801,  161,    0
  2759,111449,20230802,  155,    0
  2759,111449,20230803,  166,    0
  2759,111449,20230804,  137,    0
  2759,111449,20230805,  136,    0
  2759,111449,20230806,  140,    0
  2759,111449,20230807,  140,    0
  2759,111449,20230808,  127,    0
  2759,111449,20230809,  116,    0
  2759,111449,20230810,   96,    0
  2759,111449,20230811,  105,    0
  2759,111449,20230812,  166,    0
  2759,111449,20230813,  178,    0
  2759,111449,20230814,  143,    0
  2759,111449,20230815,  180,    0
  2759,111449,20230816,  197,    0
  2759,111449,20230817,  180,    0
  2759,111449,20230818,  191,    0
  2759,111449,20230819,  185,    0
  2759,111449,20230820,  205,    0
  2759,111449,20230821,  188,    0
  2759,111449,20230822,  154,    0
  2759,111449,20230823,  136,    0
  2759,111449,20230824,  155,    0
  2759,111449,20230825,  193,    0
  2759,111449,20230826,  146,    0
  2759,111449,20230827,  122,    0
  2759,111449,20230828,  127,    0
  2759,111449,20230829,  139,    0
  2759,111449,20230830,  126,    0
  2759,111449,20230831,  116,    0
  2759,111449,20230901,  100,    0
  2759,111449,20230902,   98,    0
  2759,111449,20230903,  125,    0
  2759,111449,20230904,  115,    0
  2759,111449,20230905,  148,    0
  2759,111449,20230906,  122,    0
  2759,111449,20230907,  142,    0
  2759,111449,20230908,  130,    0
  2759,111449,20230909,  139,    0
  2759,111449,20230910,  128,    0
  2759,111449,20230911,  147,    0
  2759,111449,20230912,  148,    0
  2759,111449,20230913,  141,    0
  2759,111449,20230914,  107,    0
  2759,111449,20230915,   94,    0
  2759,111449,20230916,  113,    0
  2759,111449,20230917,  125,    0
  2759,111449,20230918,  165,    0
  2759,111449,20230919,  158,    0
  2759,111449,20230920,  146,    0
  2759,111449,20230921,  149,    0
  2759,111449,20230922,  141,    0
  2759,111449,20230923,  120,    0
  2759,111449,20230924,  105,    0
  2759,111449,20230925,   91,    0
  2759,111449,20230926,   99,    0
  2759,111449,20230927,  107,    0
  2759,111449,20230928,  142,    0
  2759,111449,20230929,  132,    0
  2759,111449,20230930,  120,    0
  2759,111449,20231001,  131,    0
  2759,111449,20231002,  137,    0
  2759,111449,20231003,  130,    0
  2759,111449,20231004,  117,    0
  2759,111449,20231005,  100,    0
  2759,111449,20231006,  105,    0
  2759,111449,20231007,  109,    0
  2759,111449,20231008,   96,    0
  2759,111449,20231009,   89,    0
  2759,111449,20231010,  104,    0
  2759,111449,20231011,  144,    0
  2759,111449,20231012,  124,    0
  2759,111449,20231013,  129,    0
  2759,111449,20231014,   89,    0
  2759,111449,20231015,   62,    0
  2759,111449,20231016,   33,    0
  2759,111449,20231017,   16,    0
  2759,111449,20231018,   -3,    0
  2759,111449,20231019,   55,    0
  2759,111449,20231020,   49,    0
  2759,111449,20231021,   66,    0
  2759,111449,20231022,  103,    0
  2759,111449,20231023,   71,    0
  2759,111449,20231024,   91,    0
  2759,111449,20231025,   93,    0
  2759,111449,20231026,   93,    0
  2759,111449,20231027,   88,    0
  2759,111449,20231028,   85,    0
  2759,111449,20231029,   87,    0
  2759,111449,20231030,  109,    0
  2759,111449,20231031,   71,    0
  2759,111449,20231101,   68,    0
  2759,111449,20231102,   88,    0
  2759,111449,20231103,   88,    0
  2759,111449,20231104,   62,    0
  2759,111449,20231105,   81,    0
  2759,111449,20231106,   92,    0
  2759,111449,20231107,   79,    0
  2759,111449,20231108,   68,    0
  2759,111449,20231109,   61,    0
  2759,111449,20231110,   56,    0
  2759,111449,20231111,   28,    0
  2759,111449,20231112,   53,    0
  2759,111449,20231113,   49,    0
  2759,111449,20231114,   87,    0
  2759,111449,20231115,   40,    0
  2759,111449,20231116,   20,    0
  2759,111449,20231117,   21,    0
  2759,111449,20231118,   39,    0
  2759,111449,20231119,   40,    0
  2759,111449,20231120,   83,    0
  2759,111449,20231121,   -5,    0
  2759,111449,20231122,  -35,    0
  2759,111449,20231123,    9,    0
  2759,111449,20231124,    4,    0
  2759,111449,20231125,    0,    0
  2759,111449,20231126,  -24,    0
  2759,111449,20231127,  -26,    0
  2759,111449,20231128,  -46,    0
  2759,111449,20231129,  -40,    0
  2759,111449,20231130,  -81,    0
  2759,111449,20231201,  -85,    0
  2759,111449,20231202,  -69,    0
  2759,111449,20231203,  -59,    0
  2759,111449,20231204,  -55,    0
  2759,111449,20231205,  -31,    0
  2759,111449,20231206,   -1,    0
  2759,111449,20231207,    7,    0
  2759,111449,20231208,    7,    0
  2759,111449,20231209,   12,    0
  2759,111449,20231210,   22,    0
  2759,111449,20231211,   59,    0
  2759,111449,20231212,   30,    0
  2759,111449,20231213,   32,    0
  2759,111449,20231214,   17,    0
  2759,111449,20231215,    7,    0
  2759,111449,20231216,   62,    0
  2759,111449,20231217,   48,    0
  2759,111449,20231218,   42,    0
  2759,111449,20231219,   52,    0
  2759,111449,20231220,   40,    0
  2759,111449,20231221,   41,    0
  2759,111449,20231222,    1,    0
  2759,111449,20231223,    7,    0
  2759,111449,20231224,    4,    0
  2759,111449,20231225,   90,    0
  2759,111449,20231226,   53,    0
  2759,111449,20231227,   29,    0
  2759,111449,20231228,   41,    0
  2759,111449,20231229,   73,    0
  2759,111449,20231230,   48,    0
  2759,111449,20231231,   39,    0
  2759,111449,20240101,   49,    0
  2759,111449,20240102,   28,    0
  2759,111449,20240103,   84,    0
  2759,111449,20240104,    3,    0
  2759,111449,20240105,   -2,    0
  2759,111449,20240106,  -16,    0
  2759,111449,20240107,  -77,    0
  2759,111449,20240108,  -83,    0
  2759,111449,20240109, -111,    0
  2759,111449,20240110,  -98,    0
  2759,111449,20240111,  -87,    0
  2759,111449,20240112,  -10,    0
  2759,111449,20240113,   15,    0
  2759,111449,20240114,   19,    0
  2759,111449,20240115,  -11,    0
  2759,111449,20240116,  -35,    0
  2759,111449,20240117,  -52,    0
  2759,111449,20240118,  -46,    0
  2759,111449,20240119,  -47,    0
  2759,111449,20240120,  -37,    0
  2759,111449,20240121,  -47,    0
  2759,111449,20240122,   24,    0
  2759,111449,20240123,   39,    0
  2759,111449,20240124,   46,    0
  2759,111449,20240125,   28,    0
  2759,111449,20240126,    6,    0
  2759,111449,20240127,   28,    0
  2759,111449,20240128,  -16,    0
  2759,111449,20240129,    2,    0
  2759,111449,20240130,    9,    0
  2759,111449,20240131,   46,    0
  2759,111449,20240201,   44,    0
  2759,111449,20240202,   43,    0
  2759,111449,20240203,   78,    0
  2759,111449,20240204,   59,    0
  2759,111449,20240205,   69,    0
  2759,111449,20240206,   87,    0
  2759,111449,20240207,   -5,    0
  2759,111449,20240208,  -20,    0
  2759,111449,20240209,    6,    0
  2759,111449,20240210,   67,    0
  2759,111449,20240211,   65,    0
  2759,111449,20240212,   49,    0
  2759,111449,20240213,   25,    0
  2759,111449,20240214,   20,    0
  2759,111449,20240215,   90,    0
  2759,111449,20240216,   86,    0
  2759,111449,20240217,   62,    0
  2759,111449,20240218,   30,    0
  2759,111449,20240219,   64,    0
  2759,111449,20240220,   69,    0
  2759,111449,20240221,   70,    0
  2759,111449,20240222,   81,    0
  2759,111449,20240223,   42,    0
  2759,111449,20240224,   15,    0
  2759,111449,20240225,    7,    0
  2759,111449,20240226,    3,    0
  2759,111449,20240227,   29,    0
  2759,111449,20240228,   -3,    0
  2759,111449,20240229,  -14,    0
  2759,111449,20240301,   55,    0
  2759,111449,20240302,   63,    0
  2759,111449,20240303,   70,    0
  2759,111449,20240304,   61,    0
  2759,111449,20240305,   -8,    0
  2759,111449,20240306,  -12,    0
  2759,111449,20240307,  -10,    0
  2759,111449,20240308,  -20,    0
  2759,111449,20240309,    0,    0
  2759,111449,20240310,   29,    0
  2759,111449,20240311,   44,    0
  2759,111449,20240312,   39,    0
  2759,111449,20240313,   61,    0
  2759,111449,20240314,   73,    0
  2759,111449,20240315,   72,    0
  2759,111449,20240316,   42,    0
  2759,111449,20240317,    2,    0
  2759,111449,20240318,  -24,    0
  2759,111449,20240319,  -18,    0
  2759,111449,20240320,   31,    0
  2759,111449,20240321,   62,    0
  2759,111449,20240322,   69,    0
  2759,111449,20240323,   30,    0
  2759,111449,20240324,   23,    0
  2759,111449,20240325,   28,    0
  2759,111449,20240326,   12,    0
  2759,111449,20240327,   47,    0
  2759,111449,20240328,   70,    0
  2759,111449,20240329,   53,    0
  2759,111449,20240330,   59,    0
  2759,111449,20240331,   67,    0
  2759,111449,20240401,   79,    0
  2759,111449,20240402,   87,    0
  2759,111449,20240403,   89,    0
  2759,111449,20240404,   96,    0
  2759,111449,20240405,  108,    0
  2759,111449,20240406,  124,    0
  2759,111449,20240407,  139,    0
  2759,111449,20240408,  134,    0
  2759,111449,20240409,  112,    0
  2759,111449,20240410,   87,    0
  2759,111449,20240411,   49,    0
  2759,111449,20240412,  132,    0
  2759,111449,20240413,  120,    0
  2759,111449,20240414,   95,    0
  2759,111449,20240415,   59,    0
  2759,111449,20240416,   30,    0
  2759,111449,20240417,   19,    0
  2759,111449,20240418,    2,    0
  2759,111449,20240419,   54,    0
  2759,111449,20240420,   14,    0
  2759,111449,20240421,  -13,    0
  2759,111449,20240422,  -21,    0
  2759,111449,20240423,   -4,    0
  2759,111449,20240424,   39,    0
  2759,111449,20240425,   22,    0
  2759,111449,20240426,   30,    0
  2759,111449,20240427,   25,    0
  2759,111449,20240428,   87,    0
  2759,111449,20240429,  126,    0
  2759,111449,20240430,  108,    0
  2759,111449,20240501,  130,    0
  2759,111449,20240502,  147,    0
  2759,111449,20240503,  137,    0
  2759,111449,20240504,  119,    0
  2759,111449,20240505,  112,    0
  2759,111449,20240506,   89,    0
  2759,111449,20240507,   82,    0
  2759,111449,20240508,   73,    0
  2759,111449,20240509,   57,    0
  2759,111449,20240510,  101,    0
  2759,111449,20240511,  113,    0
  2759,111449,20240512,   88,    0
  2759,111449,20240513,   90,    0
  2759,111449,20240514,  106,    0
  2759,111449,20240515,  125,    0
  2759,111449,20240516,  138,    0
  2759,111449,20240517,  145,    0
  2759,111449,20240518,  124,    0
  2759,111449,20240519,  106,    0
  2759,111449,20240520,  102,    0
  2759,111449,20240521,  130,    0
  2759,111449,20240522,  152,    0
  2759,111449,20240523,  140,    0
  2759,111449,20240524,  123,    0
  2759,111449,20240525,  138,    0
  2759,111449,20240526,  117,    0
  2759,111449,20240527,  160,    0
  2759,111449,20240528,  123,    0
  2759,111449,20240529,  111,    0
  2759,111449,20240530,  138,    0
  2759,111449,20240531,  131,    0
  2759,111449,20240601,  152,    0
  2759,111449,20240602,  157,    0
  2759,111449,20240603,  133,    0
  2759,111449,20240604,  129,    0
  2759,111449,20240605,  124,    0
  2759,111449,20240606,  117,    0
  2759,111449,20240607,   93,    0
  2759,111449,20240608,   80,    0
  2759,111449,20240609,  109,    0
  2759,111449,20240610,  107,    0
  2759,111449,20240611,  103,    0
  2759,111449,20240612,   91,    0
  2759,111449,20240613,  101,    0
  2759,111449,20240614,   95,    0
  2759,111449,20240615,  116,    0
  2759,111449,20240616,  105,    0
  2759,111449,20240617,  131,    0
